time,seconds_elapsed,z,y,x
1750743731162024000,0.06202392578125,0.0031624999828636646,0.40755000710487366,-0.31693750619888306
1750743731171627800,0.071627685546875,-0.004124999977648258,0.3880249857902527,-0.18617500364780426
1750743731181231600,0.081231689453125,-0.040837500244379044,0.34031251072883606,-0.1190750002861023
1750743731190835500,0.09083544921875,-0.06764999777078629,0.24502499401569366,-0.12031249701976776
1750743731200439300,0.100439208984375,-0.05912499874830246,0.10092499852180481,-0.17407499253749847
1750743731210043400,0.11004345703125,-0.011549999937415123,-0.060362499207258224,-0.22659999132156372
1750743731219647200,0.119647216796875,0.06173750013113022,-0.19236250221729279,-0.23017500340938568
1750743731229251000,0.1292509765625,0.11550000309944153,-0.31212499737739563,-0.20817500352859497
1750743731238855200,0.138855224609375,0.14121249318122864,-0.4452250003814697,-0.2046000063419342
1750743731248459000,0.148458984375,0.15826250612735748,-0.5467000007629395,-0.2241249978542328
1750743731258062800,0.158062744140625,0.1779250055551529,-0.6272749900817871,-0.260699987411499
1750743731267667000,0.1676669921875,0.1779250055551529,-0.6700375080108643,-0.27665001153945923
1750743731277270800,0.177270751953125,0.1704999953508377,-0.6737499833106995,-0.24736249446868896
1750743731286875000,0.186875,0.16321249306201935,-0.6175125241279602,-0.19236250221729279
1750743731296478500,0.196478515625,0.14973749220371246,-0.5357000231742859,-0.13241249322891235
1750743731306082600,0.20608251953125,0.13144999742507935,-0.4329875111579895,-0.11288750171661377
1750743731315686700,0.215686767578125,0.12044999748468399,-0.28517499566078186,-0.14464999735355377
1750743731325290200,0.225290283203125,0.10339999943971634,-0.14231249690055847,-0.18383750319480896
1750743731334894000,0.23489404296875,0.09239999949932098,-0.011549999937415123,-0.22165000438690186
1750743731344498200,0.244498291015625,0.1326874941587448,-0.005362499970942736,-0.25341248512268066
1750743731354102000,0.25410205078125,0.16197499632835388,-0.12759999930858612,-0.25712499022483826
1750743731363705900,0.263705810546875,0.1264999955892563,-0.4587000012397766,-0.17036250233650208
1750743731373310000,0.27331005859375,0.016637500375509262,-1.0023750066757202,0.06668750196695328
1750743731382913800,0.282913818359375,-0.09941250085830688,-1.349287509918213,0.25850000977516174
1750743731392518000,0.292517822265625,-0.15193749964237213,-1.5655750036239624,0.40878748893737793
1750743731402121500,0.30212158203125,-0.14588749408721924,-1.5936249494552612,0.5296499729156494
1750743731411725600,0.3117255859375,-0.13488750159740448,-1.4825249910354614,0.6066499948501587
1750743731421329400,0.321329345703125,-0.13983750343322754,-1.245474934577942,0.6628875136375427
1750743731430933500,0.33093359375,-0.1373624950647354,-0.9278500080108643,0.683650016784668
1750743731440537300,0.340537353515625,-0.13488750159740448,-0.6432250142097473,0.6628875136375427
1750743731450141200,0.35014111328125,-0.14093749225139618,-0.4404124915599823,0.6151750087738037
1750743731459745300,0.359745361328125,-0.16541250050067902,-0.2839374840259552,0.5394124984741211
1750743731469348900,0.369348876953125,-0.19841249287128448,-0.18507499992847443,0.4478375017642975
1750743731478953000,0.378952880859375,-0.19965000450611115,-0.1373624950647354,0.3573625087738037
1750743731488557000,0.38855712890625,-0.19841249287128448,-0.07012499868869781,0.259737491607666
1750743731498161000,0.398160888671875,-0.20817500352859497,0.009212499484419823,0.16321249306201935
1750743731507765000,0.407764892578125,-0.22769999504089355,0.1106875017285347,0.0812624990940094
1750743731517368600,0.41736865234375,-0.2582249939441681,0.28654998540878296,0.011687500402331352
1750743731526972700,0.42697265625,-0.3119874894618988,0.5186499953269958,-0.06778749823570251
1750743731536576500,0.436576416015625,-0.39022499322891235,0.7056499719619751,-0.17036250233650208
1750743731546180600,0.4461806640625,-0.44769999384880066,0.6774625182151794,-0.30346250534057617
1750743731555784400,0.455784423828125,-0.41593748331069946,0.3268375098705292,-0.47574999928474426
1750743731565388300,0.46538818359375,-0.22536249458789825,-0.08236250281333923,-0.5539875030517578
1750743731574992100,0.4749921875,0.0019249999895691872,-0.24117499589920044,-0.3854124844074249
1750743731584596000,0.484595947265625,0.12526249885559082,-0.2901250123977661,-0.07631249725818634
1750743731594200000,0.494199951171875,0.13750000298023224,-0.22165000438690186,0.15097500383853912
1750743731603804000,0.503803955078125,0.08744999766349792,0.0006874999962747097,0.295074999332428
1750743731613408000,0.513407958984375,0.031212499365210533,0.16073749959468842,0.3097875118255615
1750743731623011800,0.52301171875,-0.005362499970942736,0.19249999523162842,0.20350000262260437
1750743731632615700,0.53261572265625,-0.021312499418854713,0.1350249946117401,0.05926249921321869
1750743731642219500,0.542219482421875,-0.012787500396370888,0.06173750013113022,-0.0518375001847744
1750743731651823400,0.5518232421875,-0.0028874999843537807,0.027499999850988388,-0.11412499845027924
1750743731661427500,0.561427490234375,-0.012787500396370888,-0.011549999937415123,-0.14464999735355377
1750743731671031300,0.57103125,-0.02488750033080578,-0.006599999964237213,-0.16417500376701355
1750743731680635100,0.58063525390625,-0.03959999978542328,0.028737500309944153,-0.1825999915599823
1750743731690239000,0.590239013671875,-0.04936249926686287,0.06544999778270721,-0.18617500364780426
1750743731699843000,0.599843017578125,-0.038362499326467514,0.09226249903440475,-0.1568875014781952
1750743731709447000,0.609447021484375,-0.01759999990463257,0.10573749989271164,-0.09707500040531158
1750743731719050800,0.61905078125,-0.005362499970942736,0.10092499852180481,-0.03231250122189522
1750743731728654800,0.62865478515625,0.0019249999895691872,0.08992499858140945,0.009212499484419823
1750743731738258700,0.6382587890625,0.009212499484419823,0.06544999778270721,0.031212499365210533
1750743731747862500,0.647862548828125,0.014162499457597733,0.017737500369548798,0.055687498301267624
1750743731757466600,0.657466552734375,0.018975000828504562,-0.007837500423192978,0.08992499858140945
1750743731767070500,0.667070556640625,0.025162499397993088,-0.009074999950826168,0.13021250069141388
1750743731776674600,0.676674560546875,0.04221250116825104,0.012924999929964542,0.15578749775886536
1750743731786278400,0.6862783203125,0.03492499887943268,0.021449999883770943,0.1667875051498413
1750743731795882200,0.69588232421875,0.018975000828504562,0.014162499457597733,0.15702499449253082
1750743731805486000,0.705486083984375,0.0031624999828636646,0.018975000828504562,0.15468749403953552
1750743731815090200,0.715090087890625,-0.013887500390410423,0.026399999856948853,0.15826250612735748
1750743731824694300,0.7246943359375,-0.035887498408555984,0.028737500309944153,0.14726249873638153
1750743731834297900,0.7342978515625,-0.053075000643730164,0.048262499272823334,0.10326249897480011
1750743731843902000,0.74390185546875,-0.06407500058412552,0.07397499680519104,0.04097500070929527
1750743731853505800,0.753505859375,-0.07012499868869781,0.07150000333786011,-0.009074999950826168
1750743731863110000,0.76310986328125,-0.06407500058412552,0.08373750001192093,-0.048124998807907104
1750743731872713700,0.772713623046875,-0.04207500070333481,0.08621250092983246,-0.0873124971985817
1750743731882317600,0.782317626953125,-0.004124999977648258,0.06668750196695328,-0.1153625026345253
1750743731891921700,0.791921630859375,0.029975000768899918,0.05816249921917915,-0.1313125044107437
1750743731901525800,0.80152587890625,0.03863750025629997,0.025162499397993088,-0.1568875014781952
1750743731911129300,0.81112939453125,0.026399999856948853,0.0031624999828636646,-0.17641249299049377
1750743731920733400,0.8207333984375,0.015399999916553497,0.031212499365210533,-0.17036250233650208
1750743731930337300,0.830337158203125,0.0019249999895691872,0.03849999979138374,-0.14836250245571136
1750743731939941000,0.839941162109375,-0.011549999937415123,0.016499999910593033,-0.12031249701976776
1750743731949545000,0.849544921875,-0.013887500390410423,0.012924999929964542,-0.08607500046491623
1750743731959149000,0.859149169921875,-0.012787500396370888,0.014162499457597733,-0.03959999978542328
1750743731968753200,0.868753173828125,-0.005362499970942736,0.026399999856948853,0.015399999916553497
1750743731978356700,0.878356689453125,0.0006874999962747097,0.0494999997317791,0.06916250288486481
1750743731987960800,0.8879609375,-0.004124999977648258,0.0752125009894371,0.09844999760389328
1750743731997564700,0.897564697265625,-0.015124999918043613,0.08992499858140945,0.10326249897480011
1750743732007168800,0.907168701171875,-0.02488750033080578,0.08373750001192093,0.09597499668598175
1750743732016772600,0.916772705078125,-0.016362499445676804,0.06916250288486481,0.10092499852180481
1750743732026376400,0.92637646484375,-0.0005499999970197678,0.05444999784231186,0.11921250075101852
1750743732035980500,0.93598046875,0.008112499490380287,0.060499999672174454,0.13626250624656677
1750743732045584400,0.94558447265625,0.004399999976158142,0.0849749967455864,0.13144999742507935
1750743732055188200,0.955188232421875,-0.010312499478459358,0.10326249897480011,0.10092499852180481
1750743732064792000,0.9647919921875,-0.020075000822544098,0.09350000321865082,0.0812624990940094
1750743732074396200,0.974396240234375,-0.007837500423192978,0.09350000321865082,0.09116250276565552
1750743732084000000,0.984,0.008112499490380287,0.028737500309944153,0.1106875017285347
1750743732093603800,0.993603759765625,0.012924999929964542,-0.058024998754262924,0.13021250069141388
1750743732103208000,1.0032080078125,0.0019249999895691872,-0.09088750183582306,0.14121249318122864
1750743732112811800,1.012811767578125,-0.015124999918043613,-0.0835999995470047,0.13626250624656677
1750743732122415900,1.022415771484375,-0.026124998927116394,-0.06902500241994858,0.11550000309944153
1750743732132019700,1.032019775390625,-0.031075000762939453,-0.09088750183582306,0.08016250282526016
1750743732141623600,1.04162353515625,-0.022549999877810478,-0.1251250058412552,0.0471624992787838
1750743732151227400,1.051227294921875,-0.015124999918043613,-0.16307500004768372,0.03492499887943268
1750743732160831500,1.06083154296875,-0.007837500423192978,-0.19965000450611115,0.021449999883770943
1750743732170435300,1.070435302734375,-0.009074999950826168,-0.20336249470710754,-0.016362499445676804
1750743732180039200,1.0800390625,-0.021312499418854713,-0.2595999836921692,-0.07259999960660934
1750743732189643300,1.089643310546875,-0.013887500390410423,-0.3572250008583069,-0.133650004863739
1750743732199247000,1.0992470703125,-0.010312499478459358,-0.38788750767707825,-0.16788749396800995
1750743732208851200,1.108851318359375,-0.018837500363588333,-0.3231250047683716,-0.17641249299049377
1750743732218454800,1.118454833984375,-0.028599999845027924,-0.18507499992847443,-0.15207499265670776
1750743732228059000,1.128058837890625,-0.048124998807907104,-0.038362499326467514,-0.1093124970793724
1750743732237663000,1.1376630859375,-0.07864999771118164,0.06668750196695328,-0.05912499874830246
1750743732247266600,1.1472666015625,-0.10436250269412994,0.12278749793767929,-0.011549999937415123
