accuracy,loss,val_accuracy,val_loss,learning_rate
0.2708333432674408,1.7828935384750366,0.25,1.7746210098266602,0.0010000000474974513
0.2708333432674408,1.7158905267715454,0.4166666567325592,1.7541502714157104,0.0010000000474974513
0.4166666567325592,1.657971978187561,0.75,1.7351107597351074,0.0010000000474974513
0.375,1.6389521360397339,0.75,1.7138324975967407,0.0010000000474974513
0.4791666567325592,1.5851296186447144,0.75,1.6864088773727417,0.0010000000474974513
0.5833333134651184,1.5223997831344604,0.6666666865348816,1.6520018577575684,0.0010000000474974513
0.5625,1.4929481744766235,0.8333333134651184,1.6083580255508423,0.0010000000474974513
0.6041666865348816,1.4350051879882812,0.9166666865348816,1.5529054403305054,0.0010000000474974513
0.6041666865348816,1.3772897720336914,0.9166666865348816,1.4899131059646606,0.0010000000474974513
0.75,1.263625144958496,0.9166666865348816,1.4169625043869019,0.0010000000474974513
0.75,1.218898892402649,0.9166666865348816,1.3313333988189697,0.0010000000474974513
0.75,1.1642879247665405,0.9166666865348816,1.2468864917755127,0.0010000000474974513
0.875,1.0596380233764648,1.0,1.1687875986099243,0.0010000000474974513
0.7916666865348816,0.9821260571479797,1.0,1.091124415397644,0.0010000000474974513
0.9166666865348816,0.8610906600952148,1.0,1.0115180015563965,0.0010000000474974513
1.0,0.7530746459960938,1.0,0.9249797463417053,0.0010000000474974513
0.9166666865348816,0.6924209594726562,1.0,0.8332889676094055,0.0010000000474974513
0.9583333134651184,0.5856100916862488,1.0,0.7514500617980957,0.0010000000474974513
0.9583333134651184,0.538465678691864,1.0,0.6719977855682373,0.0010000000474974513
0.9791666865348816,0.48573747277259827,1.0,0.5976428985595703,0.0010000000474974513
0.9583333134651184,0.4499013423919678,1.0,0.5279765725135803,0.0010000000474974513
1.0,0.381303071975708,1.0,0.4586523473262787,0.0010000000474974513
0.9583333134651184,0.29721301794052124,1.0,0.3974752128124237,0.0010000000474974513
1.0,0.26285800337791443,1.0,0.34481874108314514,0.0010000000474974513
0.9791666865348816,0.2674688994884491,1.0,0.2989167869091034,0.0010000000474974513
0.9791666865348816,0.24936795234680176,1.0,0.2601343095302582,0.0010000000474974513
1.0,0.2396571785211563,1.0,0.2252420336008072,0.0010000000474974513
1.0,0.19409000873565674,1.0,0.1947883814573288,0.0010000000474974513
1.0,0.1491362452507019,1.0,0.16727693378925323,0.0010000000474974513
1.0,0.16275009512901306,1.0,0.14344842731952667,0.0010000000474974513
1.0,0.12722496688365936,1.0,0.12407070398330688,0.0010000000474974513
1.0,0.1270376741886139,1.0,0.10649681091308594,0.0010000000474974513
1.0,0.11752770096063614,1.0,0.09215334802865982,0.0010000000474974513
1.0,0.10194564610719681,1.0,0.08155126124620438,0.0010000000474974513
1.0,0.07898393273353577,1.0,0.07139686495065689,0.0010000000474974513
0.9583333134651184,0.10104712098836899,1.0,0.06228525564074516,0.0010000000474974513
1.0,0.07963275909423828,1.0,0.05416471138596535,0.0010000000474974513
1.0,0.06520530581474304,1.0,0.04789998009800911,0.0010000000474974513
1.0,0.06699377298355103,1.0,0.04289494454860687,0.0010000000474974513
1.0,0.12407156825065613,1.0,0.03815658390522003,0.0010000000474974513
1.0,0.057755500078201294,1.0,0.03402618691325188,0.0010000000474974513
1.0,0.05865977704524994,1.0,0.030510814860463142,0.0010000000474974513
1.0,0.05101579427719116,1.0,0.02740301936864853,0.0010000000474974513
0.9791666865348816,0.08319803327322006,1.0,0.024459918960928917,0.0010000000474974513
1.0,0.06235738471150398,1.0,0.02183370850980282,0.0010000000474974513
1.0,0.04645116254687309,1.0,0.019696278497576714,0.0010000000474974513
1.0,0.03434321656823158,1.0,0.01786009967327118,0.0010000000474974513
1.0,0.07312539964914322,1.0,0.016269346699118614,0.0010000000474974513
1.0,0.029323527589440346,1.0,0.014810496009886265,0.0010000000474974513
1.0,0.023105144500732422,1.0,0.013573870062828064,0.0010000000474974513
1.0,0.046809181571006775,1.0,0.012501816265285015,0.0010000000474974513
0.9791666865348816,0.051572415977716446,1.0,0.011676582507789135,0.0010000000474974513
1.0,0.0497763492166996,1.0,0.010937190614640713,0.0010000000474974513
1.0,0.022388137876987457,1.0,0.010260475799441338,0.0010000000474974513
1.0,0.024991793558001518,1.0,0.009631969034671783,0.0010000000474974513
1.0,0.0398021899163723,1.0,0.00904451496899128,0.0010000000474974513
1.0,0.0368364118039608,1.0,0.008470960892736912,0.0010000000474974513
1.0,0.032485831528902054,1.0,0.007952767424285412,0.0010000000474974513
1.0,0.02591920830309391,1.0,0.007463056594133377,0.0010000000474974513
1.0,0.04621326923370361,1.0,0.007032380905002356,0.0010000000474974513
1.0,0.02293826825916767,1.0,0.006717795040458441,0.0010000000474974513
1.0,0.030102459713816643,1.0,0.00646059587597847,0.0010000000474974513
1.0,0.026216568425297737,1.0,0.006190456449985504,0.0010000000474974513
1.0,0.03253573551774025,1.0,0.005909960716962814,0.0010000000474974513
1.0,0.018622657284140587,1.0,0.005630920175462961,0.0010000000474974513
1.0,0.019451014697551727,1.0,0.005366242025047541,0.0010000000474974513
1.0,0.01768832840025425,1.0,0.00511257303878665,0.0010000000474974513
1.0,0.018034590408205986,1.0,0.00487137446179986,0.0010000000474974513
1.0,0.020039446651935577,1.0,0.004641756881028414,0.0010000000474974513
1.0,0.034439459443092346,1.0,0.004393049515783787,0.0010000000474974513
1.0,0.04881693795323372,1.0,0.004160809796303511,0.0010000000474974513
1.0,0.028770267963409424,1.0,0.00393584743142128,0.0010000000474974513
1.0,0.02331695519387722,1.0,0.003725446527823806,0.0010000000474974513
1.0,0.028310230001807213,1.0,0.0035381969064474106,0.0010000000474974513
1.0,0.011429165489971638,1.0,0.0033774960320442915,0.0010000000474974513
1.0,0.014350594021379948,1.0,0.0032312909606844187,0.0010000000474974513
