accuracy,loss,val_accuracy,val_loss,learning_rate
1.0,0.014001108705997467,1.0,0.0030935390386730433,0.0010000000474974513
1.0,0.011448035947978497,1.0,0.0029689494986087084,0.0010000000474974513
1.0,0.018406042829155922,1.0,0.0028450849931687117,0.0010000000474974513
1.0,0.016864275559782982,1.0,0.002717004856094718,0.0010000000474974513
1.0,0.009572255425155163,1.0,0.0026014018803834915,0.0010000000474974513
1.0,0.013231868855655193,1.0,0.0024878091644495726,0.0010000000474974513
1.0,0.014226183295249939,1.0,0.002402521437034011,0.0010000000474974513
1.0,0.007170502096414566,1.0,0.002321564359590411,0.0010000000474974513
1.0,0.011112630367279053,1.0,0.0022413793485611677,0.0010000000474974513
1.0,0.017429139465093613,1.0,0.0021608436945825815,0.0010000000474974513
1.0,0.03744922950863838,1.0,0.002074324758723378,0.0010000000474974513
1.0,0.017603924497961998,1.0,0.0019869450479745865,0.0010000000474974513
1.0,0.024731839075684547,1.0,0.0019118045456707478,0.0010000000474974513
1.0,0.017412180081009865,1.0,0.0018471322255209088,0.0010000000474974513
1.0,0.01563688926398754,1.0,0.0017912291223183274,0.0010000000474974513
1.0,0.013622437603771687,1.0,0.001738881808705628,0.0010000000474974513
1.0,0.011023029685020447,1.0,0.0016838236479088664,0.0010000000474974513
1.0,0.028308873996138573,1.0,0.001623272430151701,0.0010000000474974513
1.0,0.014203608967363834,1.0,0.0015740301460027695,0.0010000000474974513
1.0,0.01006366964429617,1.0,0.0015297135105356574,0.0010000000474974513
1.0,0.012059889733791351,1.0,0.0014871585881337523,0.0010000000474974513
1.0,0.01898144744336605,1.0,0.0014426581328734756,0.0010000000474974513
1.0,0.012003020383417606,1.0,0.0013946173712611198,0.0010000000474974513
1.0,0.007948105223476887,1.0,0.0013480429770424962,0.0010000000474974513
1.0,0.023094529286026955,1.0,0.001300579751841724,0.0010000000474974513
1.0,0.007460760418325663,1.0,0.0012556047877296805,0.0010000000474974513
1.0,0.012773486785590649,1.0,0.0012071382952854037,0.0010000000474974513
1.0,0.012075577862560749,1.0,0.0011636061826720834,0.0010000000474974513
1.0,0.015992499887943268,1.0,0.0011237827129662037,0.0010000000474974513
1.0,0.015614430420100689,1.0,0.0010855820728465915,0.0010000000474974513
1.0,0.010930337011814117,1.0,0.0010516165057197213,0.0010000000474974513
1.0,0.01326057594269514,1.0,0.0010179401142522693,0.0010000000474974513
1.0,0.0044823307543993,1.0,0.0009878348791971803,0.0010000000474974513
1.0,0.010654098354279995,1.0,0.0009591987472958863,0.0010000000474974513
1.0,0.011002025566995144,1.0,0.0009313658811151981,0.0010000000474974513
1.0,0.023182792589068413,1.0,0.0009056751732714474,0.0010000000474974513
1.0,0.00867953896522522,1.0,0.0008796276524662971,0.0010000000474974513
1.0,0.005548554006963968,1.0,0.0008584910538047552,0.0010000000474974513
1.0,0.011598094366490841,1.0,0.0008369763963855803,0.0010000000474974513
1.0,0.004642208572477102,1.0,0.0008160255965776742,0.0010000000474974513
1.0,0.005318679381161928,1.0,0.0007982298848219216,0.0010000000474974513
1.0,0.007652533706277609,1.0,0.0007817139849066734,0.0010000000474974513
1.0,0.011308673769235611,1.0,0.0007623895071446896,0.0010000000474974513
1.0,0.02026124857366085,1.0,0.0007607541629113257,0.0005000000237487257
1.0,0.015611312352120876,1.0,0.0007646578014828265,0.0005000000237487257
1.0,0.010835888795554638,1.0,0.0007676384411752224,0.0005000000237487257
1.0,0.013476334512233734,1.0,0.0007693581283092499,0.0005000000237487257
1.0,0.019149094820022583,1.0,0.0007689928752370179,0.0005000000237487257
1.0,0.006097399163991213,1.0,0.0007670978084206581,0.0002500000118743628
1.0,0.022887246683239937,1.0,0.0007639217074029148,0.0002500000118743628
1.0,0.009387033991515636,1.0,0.0007594252820126712,0.0002500000118743628
1.0,0.01727628894150257,1.0,0.0007537673809565604,0.0002500000118743628
1.0,0.007878744043409824,1.0,0.0007485758396796882,0.0002500000118743628
1.0,0.006610861048102379,1.0,0.0007437815074808896,0.0002500000118743628
1.0,0.010781120508909225,1.0,0.0007389375823549926,0.0002500000118743628
1.0,0.006366554647684097,1.0,0.0007340738084167242,0.0002500000118743628
1.0,0.011764757335186005,1.0,0.0007290709763765335,0.0002500000118743628
1.0,0.012013602070510387,1.0,0.0007260336424224079,0.0001250000059371814
1.0,0.004761446267366409,1.0,0.000723026052583009,0.0001250000059371814
1.0,0.00662227300927043,1.0,0.0007199393585324287,0.0001250000059371814
1.0,0.009788126684725285,1.0,0.0007169715245254338,0.0001250000059371814
1.0,0.007568253669887781,1.0,0.0007138052023947239,0.0001250000059371814
1.0,0.014478255994617939,1.0,0.0007119390647858381,6.25000029685907e-05
1.0,0.007990197278559208,1.0,0.0007100729271769524,6.25000029685907e-05
1.0,0.0075719524174928665,1.0,0.0007082167430780828,6.25000029685907e-05
1.0,0.004134539049118757,1.0,0.0007061719079501927,6.25000029685907e-05
1.0,0.01644228957593441,1.0,0.0007040181080810726,6.25000029685907e-05
0.9791666865348816,0.03994452580809593,1.0,0.0007024004007689655,3.125000148429535e-05
1.0,0.011267225258052349,1.0,0.0007006535306572914,3.125000148429535e-05
1.0,0.014155677519738674,1.0,0.0006989463581703603,3.125000148429535e-05
1.0,0.0056833201088011265,1.0,0.0006974078714847565,3.125000148429535e-05
1.0,0.010421517305076122,1.0,0.0006960380706004798,3.125000148429535e-05
1.0,0.009627445600926876,1.0,0.0006951149553060532,1.5625000742147677e-05
1.0,0.010968322865664959,1.0,0.0006943605840206146,1.5625000742147677e-05
1.0,0.006458108779042959,1.0,0.0006934672710485756,1.5625000742147677e-05
1.0,0.011464917100965977,1.0,0.000692544097546488,1.5625000742147677e-05
1.0,0.008985127322375774,1.0,0.0006917897262610495,1.5625000742147677e-05
1.0,0.009945902973413467,1.0,0.0006911742966622114,7.812500371073838e-06
1.0,0.011397655121982098,1.0,0.0006904992624185979,7.812500371073838e-06
1.0,0.009864316321909428,1.0,0.0006897845305502415,7.812500371073838e-06
1.0,0.007048366125673056,1.0,0.0006890997174195945,7.812500371073838e-06
1.0,0.01203776616603136,1.0,0.0006883551832288504,7.812500371073838e-06
1.0,0.011517130769789219,1.0,0.0006878389394842088,3.906250185536919e-06
1.0,0.014256563037633896,1.0,0.0006872136145830154,3.906250185536919e-06
1.0,0.00924790371209383,1.0,0.000686747080180794,3.906250185536919e-06
1.0,0.004084157757461071,1.0,0.0006862407899461687,3.906250185536919e-06
1.0,0.00987966451793909,1.0,0.0006857742555439472,3.906250185536919e-06
1.0,0.009387961588799953,1.0,0.0006852680235169828,1.9531250927684596e-06
1.0,0.004096290562301874,1.0,0.0006847914773970842,1.9531250927684596e-06
1.0,0.012858487665653229,1.0,0.0006844738381914794,1.9531250927684596e-06
1.0,0.010628868825733662,1.0,0.0006839973502792418,1.9531250927684596e-06
1.0,0.006749456282705069,1.0,0.0006836499087512493,1.9531250927684596e-06
1.0,0.00583725655451417,1.0,0.0006833421648479998,9.999999974752427e-07
1.0,0.008464432321488857,1.0,0.0006829847698099911,9.999999974752427e-07
1.0,0.00848922599107027,1.0,0.0006827862816862762,9.999999974752427e-07
1.0,0.011060536839067936,1.0,0.0006824387819506228,9.999999974752427e-07
1.0,0.013411731459200382,1.0,0.000682041747495532,9.999999974752427e-07
1.0,0.004826632793992758,1.0,0.0006817936082370579,9.999999974752427e-07
1.0,0.01201371569186449,1.0,0.0006816248060204089,9.999999974752427e-07
1.0,0.015129271894693375,1.0,0.0006812376086600125,9.999999974752427e-07
1.0,0.01220325380563736,1.0,0.0006809001788496971,9.999999974752427e-07
1.0,0.008267479948699474,1.0,0.0006807015743106604,9.999999974752427e-07
1.0,0.003461380722001195,1.0,0.0006803739815950394,9.999999974752427e-07
1.0,0.012809492647647858,1.0,0.0006801059935241938,9.999999974752427e-07
1.0,0.004409581422805786,1.0,0.0006797585519962013,9.999999974752427e-07
1.0,0.02238231711089611,1.0,0.000679540156852454,9.999999974752427e-07
1.0,0.008899821899831295,1.0,0.0006792820058763027,9.999999974752427e-07
1.0,0.007538395468145609,1.0,0.0006791232153773308,9.999999974752427e-07
1.0,0.00825145561248064,1.0,0.000679014076013118,9.999999974752427e-07
1.0,0.00805696751922369,1.0,0.000678765878546983,9.999999974752427e-07
1.0,0.007460223976522684,1.0,0.000678517681080848,9.999999974752427e-07
1.0,0.01111773494631052,1.0,0.0006782595883123577,9.999999974752427e-07
1.0,0.011190271936357021,1.0,0.0006780610419809818,9.999999974752427e-07
1.0,0.00441897613927722,1.0,0.0006779122049920261,9.999999974752427e-07
1.0,0.006924739573150873,1.0,0.0006776739028282464,9.999999974752427e-07
1.0,0.010945632122457027,1.0,0.0006774853100068867,9.999999974752427e-07
1.0,0.0053926981054246426,1.0,0.0006772868218831718,9.999999974752427e-07
1.0,0.006081609521061182,1.0,0.0006770584150217474,9.999999974752427e-07
1.0,0.0036361031234264374,1.0,0.0006767903105355799,9.999999974752427e-07
1.0,0.004974232986569405,1.0,0.0006765223224647343,9.999999974752427e-07
1.0,0.005597415845841169,1.0,0.0006763635319657624,9.999999974752427e-07
1.0,0.005588093772530556,1.0,0.000676145136822015,9.999999974752427e-07
1.0,0.010855409316718578,1.0,0.0006760358810424805,9.999999974752427e-07
1.0,0.01603803224861622,1.0,0.0006759565440006554,9.999999974752427e-07
