,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,sample,label
0,-0.068231001496315,0.0357469990849494,0.6284549832344055,0.0101749999448657,0.0085249999538064,0.0204875003546476,0,1
1,-0.0083959996700286,0.0219880007207393,0.7283989787101746,0.0688875019550323,-0.0769999995827674,0.0217249989509582,0,1
2,0.091109000146389,-0.025365000590682,0.7796239852905273,0.1409374922513961,-0.135574996471405,0.0169124994426965,0,1
3,0.0908539965748786,-0.0525939986109733,0.7692130208015442,0.2142249941825866,-0.1722874939441681,0.004674999974668,0,1
4,0.1364910006523132,-0.0134439999237656,0.7604029774665833,0.2912249863147735,-0.1857624948024749,-0.0002749999985098,0,1
5,0.2003570050001144,-0.0386370010673999,0.7622799873352051,0.3669874966144562,-0.2088624984025955,-0.0075624999590218,0,1
6,0.1118749976158142,0.0473380014300346,0.6632120013237,0.4500375092029571,-0.2285249978303909,-0.0283249989151954,0,1
7,0.0117929996922612,0.1784999966621399,0.867842972278595,0.5075125098228455,-0.2968625128269195,-0.0356125012040138,0,1
8,0.0834880024194717,0.1622399985790252,1.0471839904785156,0.5880874991416931,-0.3518624901771545,-0.038087498396635,0,1
9,0.0998139977455139,0.128044992685318,1.767071008682251,0.7028999924659729,-0.3983374834060669,-0.0625625029206276,0,1
10,0.1333950012922287,-0.0187780000269413,2.07917594909668,0.8556625247001648,-0.4422000050544739,-0.091849997639656,0,1
11,0.3004280030727386,-0.251444011926651,2.4187920093536377,1.0718125104904177,-0.3860999941825866,-0.1126125007867813,0,1
12,0.2747850120067596,-0.231465995311737,2.3139350414276123,1.3040499687194824,-0.3445749878883362,-0.1541374921798706,0,1
13,0.1784390062093734,-0.1839469969272613,1.3915209770202637,1.5031499862670898,-0.2480500042438507,-0.1993750035762787,0,1
14,-0.0143969999626278,-0.1336379945278167,0.1897650063037872,1.5789124965667725,-0.1160499975085258,-0.2213750034570694,0,1
15,0.0193819999694824,-0.004222999792546,-0.9077079892158508,1.52020001411438,0.0439999997615814,-0.2006125003099441,0,1
16,0.0313040018081665,0.1116160005331039,-2.015626907348633,1.362625002861023,0.2578125,-0.1968999952077865,0,1
17,0.0442110002040863,0.2205320000648498,-3.328810930252075,1.1158125400543213,0.4899125099182129,-0.1968999952077865,0,1
18,0.3668949902057647,0.4769020080566406,-4.79748010635376,0.74566251039505,0.7012500166893005,-0.2164250016212463,0,1
19,0.4860109984874725,0.6768860220909119,-6.144986152648926,0.2179374992847442,0.8258249759674072,-0.2641375064849853,0,1
20,0.4509409964084625,0.5942130088806152,-6.525746822357178,-0.4197874963283539,0.9077749848365784,-0.3471874892711639,0,1
21,0.3158569931983948,0.4660120010375976,-6.03490686416626,-1.0111750364303589,0.9065374732017516,-0.4254249930381775,0,1
22,0.2135329991579055,0.2837119996547699,-5.779032230377197,-1.4888499975204468,0.5363875031471252,-0.4852375090122223,0,1
23,0.8474779725074768,-0.3030500113964081,-7.201010227203369,-1.97504997253418,-0.1820500046014785,-0.5964750051498413,0,1
24,1.002668023109436,-0.5326520204544067,-9.77083969116211,-2.645775079727173,-0.8905875086784363,-0.7723374962806702,0,1
