,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,sample,label
0,0.1340119987726211,-0.025662999600172,-0.0205049999058246,-0.0936374962329864,0.0782374963164329,0.0032999999821186,0,5
1,0.1522260010242462,-0.0377650000154972,0.1185500025749206,-0.0936374962329864,0.0720499977469444,-0.0210375003516674,0,5
2,0.0157149992883205,-0.0674389973282814,0.2746799886226654,-0.0813999995589256,0.079475000500679,-0.0382249988615512,0,5
3,-0.1350249946117401,-0.0647760033607482,0.3680950105190277,-0.0521125011146068,0.0464750006794929,-0.0382249988615512,0,5
4,-0.18019500374794,-0.0268690008670091,0.4201779961585998,-0.0081124994903802,-0.0255750007927417,-0.0247499998658895,0,5
5,-0.139174997806549,-0.0206969995051622,0.256289005279541,0.0456499978899955,-0.0928125008940696,-0.0064624999649822,0,5
6,-0.0417230017483234,-0.0157060008496046,-0.0333320014178752,0.0811249986290931,-0.1148125007748603,0.0107249999418854,0,5
7,0.0937749966979026,-0.0059670000337064,-0.3774600028991699,0.0786499977111816,-0.0977625027298927,0.0167750008404254,0,5
8,0.1963579952716827,0.0339139997959136,-0.5913959741592407,0.0371249988675117,-0.0562375001609325,0.0032999999821186,0,5
9,0.1557160019874572,0.0124049996957182,-0.6226549744606018,-0.0338249988853931,-0.0097624994814395,-0.0210375003516674,0,5
10,0.0037499999161809,-0.0187470000237226,-0.5226479768753052,-0.0996875017881393,0.0292875003069639,-0.0345125012099742,0,5
11,-0.1347540020942688,-0.0341849997639656,-0.2779099941253662,-0.1486375033855438,0.0574750006198883,-0.0272249989211559,0,5
12,-0.2151229977607727,-0.0210880003869533,-0.0336819998919963,-0.1656875014305114,0.0697124972939491,-0.0052249999716877,0,5
13,-0.2807210087776184,0.0167520008981227,0.1513749957084655,-0.1546874940395355,0.0697124972939491,0.0217249989509582,0,5
14,-0.229323998093605,0.0269499998539686,0.1528329998254776,-0.1412124931812286,0.0635249987244606,0.0449624992907047,0,5
15,-0.0507289990782737,0.0656599998474121,0.1771070063114166,-0.1363999992609024,0.0684750005602836,0.0607750006020069,0,5
16,0.2161320000886917,0.0321430005133152,0.6338419914245605,-0.1339250057935714,0.0512874983251094,0.0559624992311,0,5
17,0.3595860004425049,0.0694760009646415,1.2432990074157717,-0.0875874981284141,0.0037124999798834,0.0180124994367361,0,5
18,0.3177129924297333,0.2926239967346191,1.7959990501403809,0.0261249989271163,-0.0793375000357627,-0.0382249988615512,0,5
