,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,sample,label
0,0.1287160068750381,-0.0598569996654987,0.0265740007162094,-0.3086875081062317,-0.1502874940633773,0.0094875004142522,0,0
1,0.2590030133724212,-0.0660860016942024,0.115505002439022,-0.3221625089645386,-0.1735250055789947,0.007012499962002,0,0
2,0.3125649988651275,-0.0456020012497901,0.0099090002477169,-0.3282124996185303,-0.1772374957799911,-0.0075624999590218,0,0
3,0.2052060067653656,-0.0040770000778138,-0.0533250011503696,-0.3319250047206878,-0.1467124968767166,-0.0320375002920627,0,0
4,0.0655919983983039,0.0922729969024658,0.0184899996966123,-0.3331624865531921,-0.1027124971151351,-0.0417999997735023,0,0
5,0.0144130000844597,0.1410969942808151,0.1757919937372207,-0.3172124922275543,-0.053762499243021,-0.0405624993145465,0,0
6,0.0758140012621879,0.2302449941635131,0.3227570056915283,-0.2719750106334686,0.002337499987334,-0.03575000166893,0,0
7,0.0424520000815391,0.2826890051364898,0.3604339957237243,-0.2158749997615814,0.0512874983251094,-0.0368499979376792,0,0
8,0.0172690004110336,0.3293589949607849,0.3821290135383606,-0.171875,0.0793375000357627,-0.0368499979376792,0,0
9,0.0505799986422061,0.2883189916610718,0.2099619954824447,-0.1449249982833862,0.0646250024437904,-0.0417999997735023,0,0
10,0.0838209986686706,0.3250429928302765,0.0393479987978935,-0.1511124968528747,0.0365750007331371,-0.0515624992549419,0,0
11,0.1056279987096786,0.3615790009498596,0.2434229999780655,-0.1743499934673309,0.0353375002741813,-0.063799999654293,0,0
12,0.0305250007659196,0.4358589947223663,0.94929701089859,-0.1645874977111816,0.0488125011324882,-0.0760374963283538,0,0
13,0.1907500028610229,0.3766149878501892,2.126836061477661,-0.0741124972701072,0.0671000033617019,-0.091849997639656,0,0
14,0.2593620121479034,0.3564330041408539,3.132878065109253,0.118937499821186,0.0646250024437904,-0.1333750039339065,0,0
15,0.0273630004376173,0.437716007232666,4.026691913604736,0.3913249969482422,0.0891000032424926,-0.1761374920606613,0,0
16,-0.3634450137615204,0.3191080093383789,5.117730140686035,0.7138999700546265,0.1183874979615211,-0.203087493777275,0,0
17,-0.9824519753456116,-0.0235799998044967,8.22581958770752,1.0742875337600708,0.0830499976873397,-0.198137491941452,0,0
18,-1.3454060554504397,-1.3769760131835938,12.709278106689451,1.5934875011444092,-0.0807124972343444,-0.1443749964237213,0,0
19,-0.9544680118560792,-2.5975849628448486,15.437661170959473,2.447499990463257,-0.4130499958992004,-0.1297999918460846,0,0
20,-1.2186479568481443,-3.169758081436157,16.71238136291504,3.5384249687194824,-0.6036249995231628,-0.091849997639656,0,0
21,-2.13698410987854,-4.133031845092773,16.23879051208496,4.800537586212158,-0.5229125022888184,-0.0576125010848045,0,0
22,-2.999336004257202,-5.088174819946289,11.361173629760742,6.033225059509277,-0.488812506198883,-0.0283249989151954,0,0
23,-3.1103880405426025,-5.264983177185059,5.435557842254639,6.867575168609619,-0.2199999988079071,0.0987249985337257,0,0
24,-1.7594490051269531,-4.504517078399658,1.10371196269989,7.180387496948242,0.1025749966502189,0.2513499855995178,0,0
25,-0.0261070001870393,-3.817660093307495,-1.865399956703186,7.000812530517578,0.2418625056743621,0.3686375021934509,0,0
26,1.897377014160156,-4.856993198394775,-2.7446489334106445,6.530425071716309,0.2431000024080276,0.3015374839305877,0,0
27,2.774338960647583,-4.964629173278809,-4.268902778625488,5.965987682342529,-0.1039500012993812,0.0009624999947845,0,0
28,1.98689603805542,-3.199587106704712,-7.5313591957092285,5.212212562561035,-0.5669124722480774,-0.2910875082015991,0,0
29,1.0004680156707764,-1.491655945777893,-9.875017166137695,4.212862491607666,-0.8772500157356262,-0.4046624898910522,0,0
30,0.2178779989480972,-0.7929750084877014,-9.593073844909668,3.1755623817443848,-0.9762499928474426,-0.3826625049114227,0,0
31,-0.1215339973568916,-0.7852650284767151,-8.494829177856445,2.28621244430542,-1.0495375394821167,-0.2739000022411346,0,0
32,0.1535499989986419,-0.999197006225586,-7.258392810821533,1.571487545967102,-1.053112506866455,-0.166374996304512,0,0
33,0.5863109827041626,-1.510550022125244,-6.070028781890869,1.040050029754639,-0.9542499780654908,-0.1200374960899353,0,0
34,0.9281280040740968,-1.9041199684143064,-4.925548076629639,0.6796625256538391,-0.7574874758720398,-0.134612500667572,0,0
35,1.0572439432144165,-2.2155239582061768,-3.7938449382781982,0.4743750095367431,-0.4483875036239624,-0.182325005531311,0,0
